PRESIDENTIAL ELECTORS (Vote For 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Hillary Clinton,,,,,,Donald J. Trump,,,,,,Gary Johnson,,,,,,WRITE-IN,,,,,,Jill Stein,,,,,,Darrell L. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precinct,Registered Voters,IVO,Absentee,Provisional,Emergency,Military,Total Votes,IVO,Absentee,Provisional,Emergency,Military,Total Votes,IVO,Absentee,Provisional,Emergency,Military,Total Votes,IVO,Absentee,Provisional,Emergency,Military,Total Votes,IVO,Absentee,Provisional,Emergency,Military,Total Votes,IVO,Absentee,Provisional,Emergency,Military,Total Votes,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONROEVILLE WARD 1 DIST 2,642,216,7,0,0,0,223,248,10,0,0,0,258,11,1,0,0,0,12,2,1,0,0,0,3,4,0,0,0,0,4,1,0,0,0,0,1,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONROEVILLE WARD 1 DIST 3,853,349,29,0,0,0,378,261,10,0,0,0,271,16,1,0,0,0,17,6,0,0,0,0,6,2,0,0,0,0,2,3,0,0,0,0,3,677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONROEVILLE WARD 1 DIST 4,916,370,17,0,0,0,387,170,7,1,0,0,178,12,0,0,0,0,12,1,0,0,0,0,1,3,0,1,0,0,4,3,0,0,0,0,3,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONROEVILLE WARD 2 DIST 1,897,362,32,0,0,0,394,296,8,0,0,0,304,12,0,0,0,0,12,8,1,0,0,0,9,6,0,0,0,0,6,2,0,0,0,0,2,727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONROEVILLE WARD 2 DIST 2,974,358,28,1,0,0,387,337,13,1,0,0,351,19,3,0,0,0,22,10,0,0,0,0,10,7,0,0,0,0,7,3,0,0,0,0,3,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONROEVILLE WARD 2 DIST 3,1088,370,53,0,0,0,423,362,32,0,0,0,394,13,2,0,0,0,15,6,4,0,0,0,10,0,2,0,0,0,2,0,0,0,0,0,0,844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONROEVILLE WARD 3 DIST 1,1212,375,30,2,0,0,407,412,32,1,0,0,445,17,1,0,0,0,18,11,0,0,0,0,11,5,0,0,0,0,5,2,0,0,0,0,2,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONROEVILLE WARD 3 DIST 2,658,200,8,3,0,0,211,264,24,2,0,0,290,7,0,0,0,0,7,5,0,0,0,0,5,1,0,0,0,0,1,3,0,0,0,0,3,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONROEVILLE WARD 3 DIST 3,989,365,20,0,0,0,385,377,12,2,0,0,391,16,1,0,0,0,17,3,1,0,0,0,4,5,0,0,0,0,5,4,0,0,0,0,4,806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONROEVILLE WARD 3 DIST 4,419,153,13,0,0,0,166,147,3,0,0,0,150,8,3,0,0,0,11,6,3,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,1,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONROEVILLE WARD 4 DIST 1,671,206,4,1,0,0,211,266,8,1,0,0,275,14,0,0,0,0,14,7,0,0,0,0,7,2,0,0,0,0,2,0,0,0,0,0,0,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONROEVILLE WARD 4 DIST 2,1039,325,17,0,0,0,342,353,14,0,0,0,367,20,1,0,0,0,21,15,0,0,0,0,15,5,0,0,0,0,5,3,0,0,0,0,3,753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONROEVILLE WARD 4 DIST 3,968,340,18,0,0,0,358,361,9,0,0,0,370,20,2,0,0,0,22,8,0,0,0,0,8,3,0,0,0,0,3,2,0,0,0,0,2,763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONROEVILLE WARD 5 DIST 1,608,178,10,0,5,0,193,266,2,0,6,0,274,4,0,0,0,0,4,5,0,0,0,0,5,3,0,0,0,0,3,1,0,0,0,0,1,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONROEVILLE WARD 5 DIST 2,900,344,15,1,0,0,360,174,12,0,0,0,186,20,2,0,0,0,22,4,0,0,0,0,4,3,0,0,0,0,3,2,1,0,0,0,3,578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONROEVILLE WARD 5 DIST 3,880,309,20,0,0,0,329,236,17,0,0,0,253,13,2,0,0,0,15,4,0,0,0,0,4,3,0,0,0,0,3,0,1,0,0,0,1,605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONROEVILLE WARD 5 DIST 4,653,224,10,1,0,0,235,131,9,0,0,0,140,8,0,0,0,0,8,2,0,0,0,0,2,4,0,0,0,0,4,1,0,0,0,0,1,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONROEVILLE WARD 6 DIST 1,812,245,17,0,0,0,262,319,21,0,0,0,340,14,1,0,0,0,15,2,0,0,0,0,2,6,0,0,0,0,6,1,0,0,0,0,1,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONROEVILLE WARD 6 DIST 2,787,254,16,2,0,0,272,267,11,0,0,0,278,12,0,0,0,0,12,4,1,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONROEVILLE WARD 6 DIST 3,1084,415,11,1,0,0,427,225,12,1,0,0,238,9,1,0,0,0,10,9,0,0,0,0,9,5,0,0,0,0,5,1,0,0,0,0,1,690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONROEVILLE WARD 6 DIST 4,371,124,8,0,0,0,132,72,7,0,0,0,79,2,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONROEVILLE WARD 7 DIST 1,1353,570,25,1,0,0,596,377,16,0,0,0,393,20,2,0,0,0,22,5,0,0,0,0,5,6,0,0,0,0,6,0,0,0,0,0,0,1022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONROEVILLE WARD 7 DIST 2,817,404,12,0,0,0,416,179,6,0,0,0,185,10,0,0,0,0,10,5,1,0,0,0,6,4,1,0,0,0,5,1,0,0,0,0,1,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONROEVILLE WARD 7 DIST 3,623,237,11,0,0,0,248,188,9,0,0,0,197,4,1,0,0,0,5,3,0,0,0,0,3,2,0,0,0,0,2,1,0,0,0,0,1,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOON DIST 1,1454,425,13,0,0,0,438,429,7,1,0,0,437,32,0,1,0,0,33,19,0,0,0,0,19,3,0,0,0,0,3,3,0,0,0,0,3,933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOON DIST 2,1789,519,54,2,0,0,575,662,35,1,0,0,698,35,4,0,0,0,39,10,0,1,0,0,11,7,2,0,0,0,9,1,0,0,0,0,1,1333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOON DIST 3,1421,435,12,0,0,0,447,424,7,0,0,0,431,20,3,0,0,0,23,7,1,0,0,0,8,8,1,0,0,0,9,2,0,0,0,0,2,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOON DIST 4,759,213,15,0,0,0,228,300,9,0,0,0,309,16,1,0,0,0,17,4,1,0,0,0,5,3,0,0,0,0,3,2,0,0,0,0,2,564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOON DIST 5,2374,718,41,0,0,0,759,907,51,1,0,0,959,41,6,0,0,0,47,18,1,0,0,0,19,6,1,0,0,0,7,3,0,0,0,0,3,1794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOON DIST 6,2166,631,36,1,0,0,668,873,45,0,0,0,918,29,4,0,0,0,33,15,1,0,0,0,16,8,2,0,0,0,10,2,1,0,0,0,3,1648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOON DIST 7,1522,437,23,0,0,0,460,442,12,0,0,0,454,34,1,0,0,0,35,10,0,1,0,0,11,6,0,0,0,0,6,2,0,0,0,0,2,968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOON DIST 8,972,285,30,0,0,0,315,392,7,0,0,0,399,19,0,0,0,0,19,6,2,0,0,0,8,3,0,0,0,0,3,1,0,0,0,0,1,745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOON DIST 9,1899,421,40,0,0,0,461,663,66,0,0,0,729,33,0,0,0,0,33,8,1,0,0,0,9,3,0,0,0,0,3,5,1,0,0,0,6,1241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOON DIST 10,778,252,12,0,0,0,264,276,10,0,0,0,286,18,0,0,0,0,18,6,0,0,0,0,6,1,0,0,0,0,1,4,0,0,0,0,4,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOON DIST 11,1328,369,40,0,0,0,409,535,41,1,0,0,577,19,3,0,0,0,22,12,0,0,0,0,12,4,0,0,0,0,4,3,0,0,0,0,3,1027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOON DIST 12,979,341,15,0,0,0,356,362,22,0,0,0,384,29,1,0,0,0,30,11,2,0,0,0,13,4,2,0,0,0,6,1,0,0,0,0,1,790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOON DIST 13,709,198,11,0,0,0,209,293,20,0,0,0,313,18,0,0,0,0,18,10,0,0,0,0,10,2,0,0,0,0,2,0,0,0,0,0,0,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT LEBANON WARD 1 DIST 1,817,302,39,0,0,0,341,240,20,0,0,0,260,21,1,0,0,0,22,7,2,0,0,0,9,8,0,0,0,0,8,0,0,0,0,0,0,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT LEBANON WARD 1 DIST 2,688,319,18,1,0,0,338,116,7,1,0,0,124,16,1,0,0,0,17,6,2,0,0,0,8,4,2,0,0,0,6,1,1,0,0,0,2,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT LEBANON WARD 1 DIST 3,641,311,17,0,0,0,328,149,15,0,0,0,164,8,0,0,0,0,8,4,0,0,0,0,4,2,0,0,0,0,2,1,0,0,0,0,1,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT LEBANON WARD 1 DIST 4,779,352,27,0,0,0,379,199,11,0,0,0,210,9,0,0,0,0,9,9,1,0,0,0,10,4,0,0,0,0,4,1,0,0,0,0,1,613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT LEBANON WARD 1 DIST 5,605,270,34,2,0,0,306,156,4,0,0,0,160,14,1,0,0,0,15,8,1,0,0,0,9,3,1,0,0,0,4,4,0,0,0,0,4,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT LEBANON WARD 1 DIST 6,1094,355,84,0,0,0,439,279,34,0,0,0,313,13,2,0,0,0,15,11,0,0,0,0,11,3,2,0,0,0,5,3,0,0,0,0,3,786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT LEBANON WARD 1 DIST 7,787,381,22,0,0,0,403,153,6,0,0,0,159,24,3,0,0,0,27,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT LEBANON WARD 2 DIST 1,958,433,48,0,0,0,481,213,20,1,0,0,234,18,1,0,0,0,19,10,3,0,0,0,13,3,0,0,0,0,3,1,0,0,0,0,1,751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT LEBANON WARD 2 DIST 2,616,255,52,0,0,0,307,155,6,0,0,0,161,9,1,0,0,0,10,6,1,0,0,0,7,2,1,0,0,0,3,2,0,0,0,0,2,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT LEBANON WARD 2 DIST 3,709,312,38,0,0,0,350,130,13,0,0,0,143,21,2,0,0,0,23,11,4,0,0,0,15,1,0,0,0,0,1,1,0,0,0,0,1,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT LEBANON WARD 2 DIST 4,535,247,25,0,0,0,272,130,5,0,0,0,135,8,0,0,0,0,8,8,1,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT LEBANON WARD 2 DIST 5,584,267,59,0,0,0,326,147,9,0,0,0,156,14,0,0,0,0,14,5,2,0,0,0,7,1,0,0,0,0,1,1,0,0,0,0,1,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT LEBANON WARD 2 DIST 6,553,246,17,0,0,0,263,162,4,0,0,0,166,13,0,0,0,0,13,4,0,0,0,0,4,6,0,0,0,0,6,1,0,0,0,0,1,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT LEBANON WARD 2 DIST 7,626,299,20,0,0,0,319,171,5,0,0,0,176,9,0,0,0,0,9,2,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,2,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT LEBANON WARD 2 DIST 8,999,349,47,0,0,0,396,277,48,0,0,0,325,9,1,0,0,0,10,9,2,0,0,0,11,4,0,0,0,0,4,2,1,0,0,0,3,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT LEBANON WARD 3 DIST 1,647,252,42,0,0,0,294,167,16,0,0,0,183,15,1,0,0,0,16,13,4,0,0,0,17,2,1,0,0,0,3,0,0,0,0,0,0,513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT LEBANON WARD 3 DIST 2,852,377,31,1,0,0,409,218,17,0,0,0,235,24,1,0,0,0,25,5,2,0,0,0,7,3,0,0,0,0,3,2,0,0,0,0,2,681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT LEBANON WARD 3 DIST 3,682,251,27,0,0,0,278,192,23,0,0,0,215,16,1,0,0,0,17,9,2,0,0,0,11,1,0,0,0,0,1,0,0,0,0,0,0,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT LEBANON WARD 3 DIST 4,757,282,17,0,0,0,299,192,13,0,0,0,205,20,0,0,0,0,20,4,0,0,0,0,4,4,0,0,0,0,4,3,1,0,0,0,4,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT LEBANON WARD 3 DIST 5,704,297,35,0,0,0,332,157,15,0,0,0,172,25,3,0,0,0,28,11,2,0,0,0,13,9,0,0,0,0,9,1,0,0,0,0,1,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT LEBANON WARD 3 DIST 6,454,193,13,0,10,0,216,109,5,0,7,0,121,9,0,0,0,0,9,3,0,0,0,0,3,5,0,0,0,0,5,2,0,0,0,0,2,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT LEBANON WARD 3 DIST 7,827,291,37,0,0,0,328,261,20,0,0,0,281,10,2,0,0,0,12,4,2,0,0,0,6,6,1,0,0,0,7,2,0,0,0,0,2,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT LEBANON WARD 3 DIST 8,325,138,13,0,0,0,151,84,5,0,0,0,89,6,0,0,0,0,6,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT LEBANON WARD 4 DIST 1,776,341,23,1,0,0,365,161,13,0,0,0,174,15,1,0,0,0,16,4,0,0,0,0,4,2,2,1,0,0,5,0,1,0,0,0,1,565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT LEBANON WARD 4 DIST 2,868,398,21,1,0,0,420,184,10,0,0,0,194,22,1,0,0,0,23,10,1,0,0,0,11,7,1,0,0,0,8,0,0,0,0,0,0,656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT LEBANON WARD 4 DIST 3,741,243,62,0,0,0,305,170,26,0,0,0,196,14,1,0,0,0,15,12,0,0,0,0,12,3,0,0,0,0,3,1,0,0,0,0,1,532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT LEBANON WARD 4 DIST 4,673,281,14,1,0,0,296,209,12,0,0,0,221,12,0,0,0,0,12,5,0,0,0,0,5,4,0,0,0,0,4,1,0,0,0,0,1,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT LEBANON WARD 4 DIST 5,611,280,20,0,0,0,300,163,12,0,0,0,175,11,0,0,0,0,11,8,0,0,0,0,8,4,0,0,0,0,4,2,0,0,0,0,2,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT LEBANON WARD 4 DIST 6,660,329,18,0,0,0,347,163,6,0,0,0,169,21,1,0,0,0,22,1,0,0,0,0,1,6,0,0,0,0,6,6,0,0,0,0,6,551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT LEBANON WARD 4 DIST 7,809,352,32,0,0,0,384,159,20,0,0,0,179,8,0,0,0,0,8,7,0,0,0,0,7,3,0,0,0,0,3,1,0,0,0,0,1,582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT LEBANON WARD 5 DIST 1,629,271,18,0,0,0,289,135,10,0,0,0,145,17,1,1,0,0,19,6,0,0,0,0,6,6,0,0,0,0,6,3,0,0,0,0,3,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT LEBANON WARD 5 DIST 2,450,163,22,0,0,0,185,79,7,0,0,0,86,7,0,0,0,0,7,2,0,0,0,0,2,4,0,0,0,0,4,1,0,0,0,0,1,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT LEBANON WARD 5 DIST 3,615,254,24,0,0,0,278,150,5,2,0,0,157,11,1,1,0,0,13,11,1,0,0,0,12,5,0,0,0,0,5,0,0,0,0,0,0,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT LEBANON WARD 5 DIST 4,574,257,15,0,0,0,272,152,13,0,0,0,165,12,0,0,0,0,12,6,0,0,0,0,6,6,0,0,0,0,6,0,0,0,0,0,0,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT LEBANON WARD 5 DIST 5,628,314,22,0,0,0,336,135,6,0,0,0,141,17,1,0,0,0,18,4,0,0,0,0,4,2,0,0,0,0,2,1,0,0,0,0,1,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT LEBANON WARD 5 DIST 6,462,207,16,0,0,0,223,123,8,0,0,0,131,16,1,0,0,0,17,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT LEBANON WARD 5 DIST 7,780,357,41,0,0,0,398,176,14,0,0,0,190,9,1,0,0,0,10,7,0,0,0,0,7,2,0,0,0,0,2,0,0,0,0,0,0,607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT LEBANON WARD 5 DIST 8,1012,443,26,0,0,0,469,197,5,0,0,0,202,21,1,0,0,0,22,4,1,0,0,0,5,7,0,0,0,0,7,3,0,0,0,0,3,708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT OLIVER DIST 1,716,269,5,2,0,0,276,71,1,0,0,0,72,8,0,0,0,0,8,2,0,0,0,0,2,5,0,0,0,0,5,1,0,0,0,0,1,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT OLIVER DIST 2,765,338,3,1,0,0,342,100,1,1,0,0,102,7,0,0,0,0,7,6,0,0,0,0,6,2,0,0,0,0,2,3,0,0,0,0,3,462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT OLIVER DIST 3,506,193,3,1,0,0,197,95,1,0,0,0,96,2,0,0,0,0,2,3,0,0,0,0,3,5,0,0,0,0,5,3,0,0,0,0,3,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT OLIVER DIST 4,335,136,6,0,0,0,142,73,1,0,0,0,74,9,0,0,0,0,9,3,0,0,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUNHALL DIST 1,496,148,13,0,0,0,161,117,3,0,0,0,120,6,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUNHALL DIST 2,493,203,8,1,0,0,212,50,1,0,0,0,51,5,0,0,0,0,5,2,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUNHALL DIST 3,520,253,1,2,0,0,256,66,0,0,0,0,66,7,0,0,0,0,7,2,0,0,0,0,2,3,0,0,0,0,3,1,0,0,0,0,1,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUNHALL DIST 4,427,190,7,1,0,0,198,74,2,0,0,0,76,3,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUNHALL DIST 5,721,239,12,1,0,0,252,213,9,0,0,0,222,14,0,0,0,0,14,3,0,0,0,0,3,3,0,0,0,0,3,1,0,0,0,0,1,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUNHALL DIST 6,708,264,10,0,0,0,274,210,9,0,0,0,219,14,0,0,0,0,14,5,1,0,0,0,6,4,0,0,0,0,4,1,0,0,0,0,1,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUNHALL DIST 7,1150,419,25,0,0,0,444,361,13,0,0,0,374,20,1,0,0,0,21,6,0,0,0,0,6,5,0,0,0,0,5,4,1,0,0,0,5,855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
